loc_x,loc_y,loc_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,t,t_total,tick
-1415.391113,969.772278,228.389145,402.834045,-444.663574,0.0,0.028792,0.019814,0.0,0.098574,1.089157,11
-1371.037964,920.813293,228.389145,402.829803,-444.664978,0.0,-0.038527,-0.01275,0.0,0.110102,1.199259,12
-1332.921265,878.73822,228.389145,402.834137,-444.663635,0.0,0.045798,0.014191,0.0,0.094622,1.29388,13
-1294.956055,836.830872,228.389145,402.833221,-444.662048,0.0,-0.009714,0.016838,0.0,0.094246,1.388126,14
-1248.431274,785.474792,228.389145,402.829285,-444.665619,0.0,-0.034086,-0.030915,0.0,0.115496,1.503622,15
-1211.476563,744.681946,228.389145,402.82962,-444.667053,0.0,0.003659,-0.015635,0.0,0.091738,1.59536,16
-1172.975708,702.182678,228.389145,402.830078,-444.665924,0.0,0.00479,0.011814,0.0,0.095575,1.690935,17
-1134.488159,659.698547,228.389145,402.834045,-444.66394,0.0,0.041524,0.020762,0.0,0.095541,1.786476,18
-1087.506104,607.837463,228.389145,402.829895,-444.666565,0.0,-0.035586,-0.022503,0.0,0.116631,1.903107,19
-1050.103882,566.550964,228.389145,402.82959,-444.666534,0.0,-0.003287,0.000329,0.0,0.09285,1.995956,20
-1011.496338,523.933899,228.389145,402.831909,-444.665375,0.0,0.0242,0.0121,0.0,0.09584,2.091797,21
-972.951355,481.38623,228.389145,402.832031,-444.664063,0.0,0.001276,0.013714,0.0,0.095686,2.187483,22
-925.824097,429.364807,228.389145,402.830353,-444.665802,0.0,-0.014347,-0.014869,0.0,0.116991,2.304474,23
-886.125366,385.543304,228.389145,402.830902,-444.66571,0.0,0.005574,0.000929,0.0,0.098547,2.403021,24
-847.441895,342.842773,228.389145,402.833313,-444.663635,0.0,0.025106,0.02161,0.0,0.096029,2.49905,25
-807.878723,299.171143,228.389145,402.832275,-444.664368,0.0,-0.010565,-0.007457,0.0,0.098215,2.597265,26
-770.242737,257.626923,228.389145,402.831329,-444.664276,0.0,-0.010126,0.00098,0.0,0.093431,2.690697,27
-730.50293,213.760162,228.389145,402.831787,-444.665039,0.0,0.00464,-0.007734,0.0,0.098652,2.789349,28
-685.541992,164.129974,228.389145,402.830414,-444.66571,0.0,-0.012305,-0.006016,0.0,0.111607,2.900955,29
-646.699219,121.253357,228.389145,402.832214,-444.664551,0.0,0.018673,0.012027,0.0,0.096424,2.997379,30
-609.009766,79.649956,228.389145,402.829987,-444.664795,0.0,-0.02381,-0.002609,0.0,0.093563,3.090942,31
-569.178833,35.682472,228.389145,402.830902,-444.664856,0.0,0.009259,-0.000617,0.0,0.098881,3.189823,32
-523.995422,-14.193191,228.389145,402.831696,-444.664764,0.0,0.007074,0.000816,0.0,0.112164,3.301987,33
-484.090332,-58.24239,228.389145,402.831543,-444.664734,0.0,-0.00154,0.000308,0.0,0.09906,3.401047,34
-449.372559,-96.565514,228.389145,255.947449,-282.525696,0.0,-1578.841431,1742.815186,0.0,0.093033,3.49408,35
-444.628693,-101.80201,228.389145,0.0,0.0,0.0,-2555.030029,2820.35083,0.0,0.100174,3.594254,36
-398.444794,-215.361771,228.389145,0.0,0.0,0.0,0.0,0.0,0.0,0.091427,0.091427,1
-399.104523,-214.406784,228.389145,-27.712118,40.114502,0.0,-280.485168,406.014526,0.0,0.098801,0.190228,2
-408.217102,-201.215622,228.389145,-139.561859,202.026367,0.0,-1164.029419,1685.030151,0.0,0.096088,0.286316,3
-430.671753,-168.710602,228.389145,-262.156311,379.494232,0.0,-1164.018921,1685.035156,0.0,0.10532,0.391636,4
-460.956726,-124.612572,228.389145,-338.486267,495.405579,0.0,-804.173279,1221.182495,0.0,0.094917,0.486553,5
-493.222717,-77.195969,228.389145,-337.123474,496.334198,0.0,14.256845,9.714742,0.0,0.095589,0.582142,6
-531.800781,-20.317997,228.389145,-336.651581,496.655487,0.0,4.119759,2.804942,0.0,0.114544,0.696686,7
-563.694519,26.749577,228.389145,-336.541443,496.729309,0.0,1.162319,0.779066,0.0,0.094757,0.791443,8
-595.817017,74.16671,228.389145,-336.507172,496.753235,0.0,0.35903,0.250649,0.0,0.095455,0.886898,9
-633.857544,130.32457,228.389145,-336.493927,496.762177,0.0,0.117159,0.079096,0.0,0.113049,0.999947,10
-666.322754,178.252838,228.389145,-336.492462,496.763611,0.0,0.015183,0.014866,0.0,0.096481,1.096428,11
-696.540588,222.863632,228.389145,-336.490082,496.763763,0.0,0.026506,0.001699,0.0,0.089806,1.186234,12
-730.051208,272.335999,228.389145,-336.487427,496.764954,0.0,0.026661,0.011951,0.0,0.099586,1.28582,13
-767.326538,327.366302,228.389145,-336.487488,496.764099,0.0,-0.000551,-0.007714,0.0,0.110775,1.396595,14
-800.270691,376.015411,228.389145,-336.175934,496.975861,0.0,3.181613,2.162524,0.0,0.097923,1.494518,15
-831.115906,421.874207,228.389145,-334.050171,498.40686,0.0,23.07765,15.53518,0.0,0.092113,1.586632,16
-863.335876,470.157318,228.389145,-332.590088,499.383362,0.0,15.092745,10.094007,0.0,0.096741,1.683372,17
-900.011841,525.30658,228.389145,-332.100525,499.707458,0.0,4.435167,2.936135,0.0,0.110382,1.793755,18
-932.28772,573.889709,228.389145,-331.978607,499.791016,0.0,1.254169,0.859553,0.0,0.09721,1.890965,19
-962.850891,619.907532,228.389145,-331.940582,499.816101,0.0,0.41301,0.272467,0.0,0.092068,1.983032,20
-1000.558716,676.687805,228.389145,-331.927307,499.822418,0.0,0.116857,0.055608,0.0,0.113602,2.096634,21
-1030.941284,722.438904,228.389145,-331.924805,499.825439,0.0,0.027339,0.033007,0.0,0.091534,2.188168,22
-1062.827759,770.440674,228.389145,-332.248993,499.610535,0.0,-3.375462,-2.237598,0.0,0.096043,2.28421,23
-1101.054077,827.767761,228.389145,-333.147919,499.014496,0.0,-7.827537,-5.190101,0.0,0.114841,2.399052,24
-1132.821167,875.171143,228.389145,-335.50827,497.427521,0.0,-24.818579,-16.686695,0.0,0.095104,2.494156,25
-1164.506348,920.955566,228.389145,-344.534149,491.218475,0.0,-97.261482,-66.907715,0.0,0.0928,2.586956,26
-1198.021362,968.260681,228.389145,-347.890778,488.847137,0.0,-34.738255,-24.541334,0.0,0.096626,2.683582,27
-1237.272949,1023.228699,228.389145,-349.027435,488.038147,0.0,-10.096846,-7.186202,0.0,0.112576,2.796158,28
-1270.318848,1069.377075,228.389145,-349.526428,487.681213,0.0,-5.274941,-3.773207,0.0,0.094597,2.890755,29
-1305.090332,1118.053955,228.389145,-348.414398,488.472778,0.0,11.153658,7.939394,0.0,0.099701,2.990456,30
-1344.498657,1173.363159,228.389145,-348.055939,488.73172,0.0,3.166998,2.287756,0.0,0.113186,3.103642,31
-1366.654907,1204.47998,228.389145,-74.115402,104.098,0.0,2855.342773,-4009.122314,0.0,0.09594,3.199581,32
-1367.218018,1205.270874,228.389145,0.0,0.0,0.0,827.360535,-1162.060425,0.0,0.089581,3.289162,33
-1584.726196,122.013344,228.389145,0.0,0.0,0.0,0.0,0.0,0.0,0.098835,0.098835,1
-1584.726196,122.013344,228.389145,0.0,0.0,0.0,0.0,0.0,0.0,0.092934,0.191769,2
-1578.884521,127.593346,228.389145,117.617737,112.349724,0.0,1202.855103,1148.980103,0.0,0.097782,0.289551,3
-1555.245361,150.174225,228.389145,281.701599,269.089691,0.0,1480.878662,1414.598877,0.0,0.110802,0.400352,4
-1515.487305,188.152161,228.389145,433.868042,414.439728,0.0,1435.18457,1370.894409,0.0,0.106026,0.506378,5
-1475.564087,226.287979,228.389145,433.860931,414.441559,0.0,-0.077277,0.0199,0.0,0.092014,0.598392,6
-1434.051147,265.942383,228.389145,433.864014,414.441315,0.0,0.032213,-0.002552,0.0,0.095684,0.694077,7
-1393.879761,304.290741,228.389145,434.306244,413.97995,0.0,4.777778,-4.984504,0.0,0.09256,0.786636,8
-1343.677856,351.893524,228.389145,435.868195,412.336334,0.0,13.546035,-14.254276,0.0,0.115307,0.901943,9
-1300.582275,392.612335,228.389145,436.225769,411.951752,0.0,3.618452,-3.891758,0.0,0.09882,1.000763,10
-1258.555298,432.275818,228.389145,436.600647,411.56015,0.0,3.892115,-4.065745,0.0,0.096317,1.09708,11
-1215.687256,472.586578,228.389145,437.323975,410.789307,0.0,7.375472,-7.859971,0.0,0.098072,1.195152,12
-1176.081299,509.755981,228.389145,437.759094,410.329407,0.0,4.80654,-5.080275,0.0,0.090527,1.285679,13
